"Action","FolderName","FromPath","ToPath","Year","Status"
"MOVE","a8b_Aztec_Challenge_1982_Cosmi_US_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Aztec_Challenge_1982_Cosmi_US_a_k_file","..\thumbnails-deduped\1982\a8b_Aztec_Challenge_1982_Cosmi_US_a_k_file","1982","Success"
"MOVE","a8b_Aztec_Challenge_1983_Cosmi_US_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Aztec_Challenge_1983_Cosmi_US_k_file","..\thumbnails-deduped\1983\a8b_Aztec_Challenge_1983_Cosmi_US_k_file","1983","Success"
"MOVE","a8b_Ballblaster_1983_Lucasfilm_Games_US_beta_a_unreleased_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Ballblaster_1983_Lucasfilm_Games_US_beta_a_unreleased_k_file","..\thumbnails-deduped\1983\a8b_Ballblaster_1983_Lucasfilm_Games_US_beta_a_unreleased_k_file","1983","Success"
"MOVE","a8b_Ballblazer_1983_Lucasfilm_Games_US_beta_unreleased_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Ballblazer_1983_Lucasfilm_Games_US_beta_unreleased_k_file","..\thumbnails-deduped\1983\a8b_Ballblazer_1983_Lucasfilm_Games_US_beta_unreleased_k_file","1983","Success"
"MOVE","a8b_Ballblazer_1985_Epyx_US_Tournament_Certified","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Ballblazer_1985_Epyx_US_Tournament_Certified","..\thumbnails-deduped\1985\a8b_Ballblazer_1985_Epyx_US_Tournament_Certified","1985","Success"
"MOVE","a8b_Ballblazer_1985_Lucasfilm_Games_a_Regulation_Certified_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Ballblazer_1985_Lucasfilm_Games_a_Regulation_Certified_k_file","..\thumbnails-deduped\1985\a8b_Ballblazer_1985_Lucasfilm_Games_a_Regulation_Certified_k_file","1985","Success"
"MOVE","a8b_Bannercatch_1984_Scholastic_US_cr_copywizard_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Bannercatch_1984_Scholastic_US_cr_copywizard_k_file","..\thumbnails-deduped\1984\a8b_Bannercatch_1984_Scholastic_US_cr_copywizard_k_file","1984","Success"
"MOVE","a8b_Barbarian_1993_L.K._Avalon_PL","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Barbarian_1993_L.K._Avalon_PL","..\thumbnails-deduped\1993\a8b_Barbarian_1993_L.K._Avalon_PL","1993","Success"
"MOVE","a8b_Battalion_Commander_1985_SSI_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Battalion_Commander_1985_SSI_US","..\thumbnails-deduped\1985\a8b_Battalion_Commander_1985_SSI_US","1985","Success"
"MOVE","a8b_Battle_for_Normandy_1982_SSI_US_BASIC","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Battle_for_Normandy_1982_SSI_US_BASIC","..\thumbnails-deduped\1982\a8b_Battle_for_Normandy_1982_SSI_US_BASIC","1982","Success"
"MOVE","a8b_Beach_Head_1983_Access_Software_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Beach_Head_1983_Access_Software_US","..\thumbnails-deduped\1983\a8b_Beach_Head_1983_Access_Software_US","1983","Success"
"MOVE","a8b_Beach_Head_II_The_Dictator_Strikes_Back_1986_Access_Software_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Beach_Head_II_The_Dictator_Strikes_Back_1986_Access_Software_US","..\thumbnails-deduped\1986\a8b_Beach_Head_II_The_Dictator_Strikes_Back_1986_Access_Software_US","1986","Success"
"MOVE","a8b_Beamrider_1984_Activision_US_cr_Wizards","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Beamrider_1984_Activision_US_cr_Wizards","..\thumbnails-deduped\1984\a8b_Beamrider_1984_Activision_US_cr_Wizards","1984","Success"
"MOVE","a8b_Behind_Jaggi_Lines_1984_Lucasfilm_Games_US_beta_a_unreleased_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Behind_Jaggi_Lines_1984_Lucasfilm_Games_US_beta_a_unreleased_k_file","..\thumbnails-deduped\1984\a8b_Behind_Jaggi_Lines_1984_Lucasfilm_Games_US_beta_a_unreleased_k_file","1984","Success"
"MOVE","a8b_Beyond_Castle_Wolfenstein_1984_Muse_Software_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Beyond_Castle_Wolfenstein_1984_Muse_Software_US","..\thumbnails-deduped\1984\a8b_Beyond_Castle_Wolfenstein_1984_Muse_Software_US","1984","Success"
"MOVE","a8b_Biker_Dave_19xx__BASIC","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Biker_Dave_19xx__BASIC","..\thumbnails-deduped\1986\a8b_Biker_Dave_19xx__BASIC","1986","Success"
"MOVE","a8b_Bismarck_1988_Datasoft_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Bismarck_1988_Datasoft_US","..\thumbnails-deduped\1988\a8b_Bismarck_1988_Datasoft_US","1988","Success"
"MOVE","a8b_Bismarck_The_North_Sea_Chase_1988_Datasoft_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Bismarck_The_North_Sea_Chase_1988_Datasoft_US","..\thumbnails-deduped\1988\a8b_Bismarck_The_North_Sea_Chase_1988_Datasoft_US","1988","Success"
"MOVE","a8b_Black_Lamp_1989_Atari_GB","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Black_Lamp_1989_Atari_GB","..\thumbnails-deduped\1989\a8b_Black_Lamp_1989_Atari_GB","1989","Success"
"MOVE","a8b_Blinkys_Scary_School_1990_Zeppelin_Games_GB_PAL_cr_Mr._Bacardi","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Blinkys_Scary_School_1990_Zeppelin_Games_GB_PAL_cr_Mr._Bacardi","..\thumbnails-deduped\1990\a8b_Blinkys_Scary_School_1990_Zeppelin_Games_GB_PAL_cr_Mr._Bacardi","1990","Success"
"MOVE","a8b_Blue_Max_1983_Synapse_Software_US_a","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Blue_Max_1983_Synapse_Software_US_a","..\thumbnails-deduped\1983\a8b_Blue_Max_1983_Synapse_Software_US_a","1983","Success"
"MOVE","a8b_Blue_Max_2001_1984_Synapse_Software_US_h_Yogi_Bruce_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Blue_Max_2001_1984_Synapse_Software_US_h_Yogi_Bruce_a_k_file","..\thumbnails-deduped\1984\a8b_Blue_Max_2001_1984_Synapse_Software_US_h_Yogi_Bruce_a_k_file","1984","Success"
"MOVE","a8b_Blue_Thunder_1984_Richard_Wilcox_Software_GB_a","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Blue_Thunder_1984_Richard_Wilcox_Software_GB_a","..\thumbnails-deduped\1984\a8b_Blue_Thunder_1984_Richard_Wilcox_Software_GB_a","1984","Success"
"MOVE","a8b_BMX_Simulator_1986_Code_Masters_GB","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_BMX_Simulator_1986_Code_Masters_GB","..\thumbnails-deduped\1986\a8b_BMX_Simulator_1986_Code_Masters_GB","1986","Success"
"MOVE","a8b_Bomber_Attack_1982_Avalon_Hill_US_BASIC","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Bomber_Attack_1982_Avalon_Hill_US_BASIC","..\thumbnails-deduped\1982\a8b_Bomber_Attack_1982_Avalon_Hill_US_BASIC","1982","Success"
"MOVE","a8b_Bomb_Fusion_1989_Mastertronic_UK_cr_KGBboys_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Bomb_Fusion_1989_Mastertronic_UK_cr_KGBboys_k_file","..\thumbnails-deduped\1989\a8b_Bomb_Fusion_1989_Mastertronic_UK_cr_KGBboys_k_file","1989","Success"
"MOVE","a8b_Boulder_Dash_1984_First_Star_Software_US_a","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Boulder_Dash_1984_First_Star_Software_US_a","..\thumbnails-deduped\1984\a8b_Boulder_Dash_1984_First_Star_Software_US_a","1984","Success"
"MOVE","a8b_Boulder_Dash_1986_First_Star_Software_US_tape_version","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Boulder_Dash_1986_First_Star_Software_US_tape_version","..\thumbnails-deduped\1986\a8b_Boulder_Dash_1986_First_Star_Software_US_tape_version","1986","Success"
"MOVE","a8b_Boulder_Dash_Construction_Kit_1986_First_Star_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Boulder_Dash_Construction_Kit_1986_First_Star_Software","..\thumbnails-deduped\1986\a8b_Boulder_Dash_Construction_Kit_1986_First_Star_Software","1986","Success"
"MOVE","a8b_Boulder_Dash_II_1985_First_Star_Software_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Boulder_Dash_II_1985_First_Star_Software_US","..\thumbnails-deduped\1985\a8b_Boulder_Dash_II_1985_First_Star_Software_US","1985","Success"
"MOVE","a8b_Bounty_Bob_Strikes_Back_1985_Aackosoft_NL_en_h_hacked_for_XE","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Bounty_Bob_Strikes_Back_1985_Aackosoft_NL_en_h_hacked_for_XE","..\thumbnails-deduped\1985\a8b_Bounty_Bob_Strikes_Back_1985_Aackosoft_NL_en_h_hacked_for_XE","1985","Success"
"MOVE","a8b_Brain_Strainers_1983_Carousel_Software_cr_John_E._BASIC","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Brain_Strainers_1983_Carousel_Software_cr_John_E._BASIC","..\thumbnails-deduped\1983\a8b_Brain_Strainers_1983_Carousel_Software_cr_John_E._BASIC","1983","Success"
"MOVE","a8b_Brian_Cloughs_Football_Fortunes_1987_CDS_Software_GB_BASIC","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Brian_Cloughs_Football_Fortunes_1987_CDS_Software_GB_BASIC","..\thumbnails-deduped\1987\a8b_Brian_Cloughs_Football_Fortunes_1987_CDS_Software_GB_BASIC","1987","Success"
"MOVE","a8b_Broadsides_1983_SSI_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Broadsides_1983_SSI_US","..\thumbnails-deduped\1983\a8b_Broadsides_1983_SSI_US","1983","Success"
"MOVE","a8b_Bruce_Lee_1984_Datasoft_US_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Bruce_Lee_1984_Datasoft_US_a_k_file","..\thumbnails-deduped\1984\a8b_Bruce_Lee_1984_Datasoft_US_a_k_file","1984","Success"
"MOVE","a8b_Buck_Rodgers_1983_Sega_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Buck_Rodgers_1983_Sega_US","..\thumbnails-deduped\1983\a8b_Buck_Rodgers_1983_Sega_US","1983","Success"
"MOVE","a8b_B_1_Nuclear_Bomber_1981_Avalon_Hill_US_BASIC","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_B_1_Nuclear_Bomber_1981_Avalon_Hill_US_BASIC","..\thumbnails-deduped\1981\a8b_B_1_Nuclear_Bomber_1981_Avalon_Hill_US_BASIC","1981","Success"
"MOVE","a8b_cart_Archon_1987_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Archon_1987_Atari_US","..\thumbnails-deduped\1987\a8b_cart_Archon_1987_Atari_US","1987","Success"
"MOVE","a8b_cart_Astro_Chase_1983_Parker_Brothers_US_req_OSb","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Astro_Chase_1983_Parker_Brothers_US_req_OSb","..\thumbnails-deduped\1983\a8b_cart_Astro_Chase_1983_Parker_Brothers_US_req_OSb","1983","Success"
"MOVE","a8b_cart_Attack_of_the_Mutant_Camels_1983_HesWare_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Attack_of_the_Mutant_Camels_1983_HesWare_US","..\thumbnails-deduped\1983\a8b_cart_Attack_of_the_Mutant_Camels_1983_HesWare_US","1983","Success"
"MOVE","a8b_cart_Ballblazer_1987_Atari_US_XEGS_cart","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Ballblazer_1987_Atari_US_XEGS_cart","..\thumbnails-deduped\1987\a8b_cart_Ballblazer_1987_Atari_US_XEGS_cart","1987","Success"
"MOVE","a8b_cart_BattleZone_1987_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_BattleZone_1987_Atari_US","..\thumbnails-deduped\1987\a8b_cart_BattleZone_1987_Atari_US","1987","Success"
"MOVE","a8b_cart_BCs_Quest_for_Tires_1983_Sierra_On_Line_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_BCs_Quest_for_Tires_1983_Sierra_On_Line_US","..\thumbnails-deduped\1983\a8b_cart_BCs_Quest_for_Tires_1983_Sierra_On_Line_US","1983","Success"
"MOVE","a8b_cart_Beamrider_1984_Activision_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Beamrider_1984_Activision_US","..\thumbnails-deduped\1984\a8b_cart_Beamrider_1984_Activision_US","1984","Success"
"MOVE","a8b_cart_Bounty_Bob_Strikes_Back_1984_Big_Five_Software_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Bounty_Bob_Strikes_Back_1984_Big_Five_Software_US","..\thumbnails-deduped\1984\a8b_cart_Bounty_Bob_Strikes_Back_1984_Big_Five_Software_US","1984","Success"
"MOVE","a8b_cart_Bristles_1983_First_Star_Software_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Bristles_1983_First_Star_Software_US","..\thumbnails-deduped\1983\a8b_cart_Bristles_1983_First_Star_Software_US","1983","Success"
"MOVE","a8b_cart_Buck_Rogers_1983_SEGA_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Buck_Rogers_1983_SEGA_US","..\thumbnails-deduped\1983\a8b_cart_Buck_Rogers_1983_SEGA_US","1983","Success"
"MOVE","a8b_cart_Choplifter_1982_Broderbund_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Choplifter_1982_Broderbund_US","..\thumbnails-deduped\1982\a8b_cart_Choplifter_1982_Broderbund_US","1982","Success"
"MOVE","a8b_cart_Choplifter_1988_Atari_US_XE","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Choplifter_1988_Atari_US_XE","..\thumbnails-deduped\1988\a8b_cart_Choplifter_1988_Atari_US_XE","1988","Success"
"MOVE","a8b_cart_Congo_Bongo_1983_Sega_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Congo_Bongo_1983_Sega_US","..\thumbnails-deduped\1983\a8b_cart_Congo_Bongo_1983_Sega_US","1983","Success"
"MOVE","a8b_cart_Cosmic_Tunnels_1983_Datamost_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Cosmic_Tunnels_1983_Datamost_US","..\thumbnails-deduped\1983\a8b_cart_Cosmic_Tunnels_1983_Datamost_US","1983","Success"
"MOVE","a8b_cart_Crossbow_1988_Atari_US_lightgun","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Crossbow_1988_Atari_US_lightgun","..\thumbnails-deduped\1988\a8b_cart_Crossbow_1988_Atari_US_lightgun","1988","Success"
"MOVE","a8b_cart_Crossfire_1981_Sierra_On_Line_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Crossfire_1981_Sierra_On_Line_US","..\thumbnails-deduped\1981\a8b_cart_Crossfire_1981_Sierra_On_Line_US","1981","Success"
"MOVE","a8b_cart_Crystal_Castles_1984_Atari_US_beta","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Crystal_Castles_1984_Atari_US_beta","..\thumbnails-deduped\1984\a8b_cart_Crystal_Castles_1984_Atari_US_beta","1984","Success"
"MOVE","a8b_cart_Davids_Midnight_Magic_1987_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Davids_Midnight_Magic_1987_Atari_US","..\thumbnails-deduped\1987\a8b_cart_Davids_Midnight_Magic_1987_Atari_US","1987","Success"
"MOVE","a8b_cart_Decathlon_1984_Activision_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Decathlon_1984_Activision_US","..\thumbnails-deduped\1984\a8b_cart_Decathlon_1984_Activision_US","1984","Success"
"MOVE","a8b_cart_Defender_1982_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Defender_1982_Atari_US","..\thumbnails-deduped\1982\a8b_cart_Defender_1982_Atari_US","1982","Success"
"MOVE","a8b_cart_Demon_Attack_1982_Imagic_US_req_OSb","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Demon_Attack_1982_Imagic_US_req_OSb","..\thumbnails-deduped\1982\a8b_cart_Demon_Attack_1982_Imagic_US_req_OSb","1982","Success"
"MOVE","a8b_cart_Diamond_Mine_1983_Roklan_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Diamond_Mine_1983_Roklan_US","..\thumbnails-deduped\1983\a8b_cart_Diamond_Mine_1983_Roklan_US","1983","Success"
"MOVE","a8b_cart_Donkey_Kong_1983_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Donkey_Kong_1983_Atari_US","..\thumbnails-deduped\1983\a8b_cart_Donkey_Kong_1983_Atari_US","1983","Success"
"MOVE","a8b_cart_Espial_1984_Tigervision_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Espial_1984_Tigervision_US","..\thumbnails-deduped\1984\a8b_cart_Espial_1984_Tigervision_US","1984","Success"
"MOVE","a8b_cart_Flight_Simulator_II_v1.07_1987_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Flight_Simulator_II_v1.07_1987_Atari_US","..\thumbnails-deduped\1987\a8b_cart_Flight_Simulator_II_v1.07_1987_Atari_US","1987","Success"
"MOVE","a8b_cart_Fort_Apocalypse_1982_Synapse_Software_US_req_OSb","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Fort_Apocalypse_1982_Synapse_Software_US_req_OSb","..\thumbnails-deduped\1982\a8b_cart_Fort_Apocalypse_1982_Synapse_Software_US_req_OSb","1982","Success"
"MOVE","a8b_cart_Frogger_1983_Parker_Brothers_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Frogger_1983_Parker_Brothers_US","..\thumbnails-deduped\1983\a8b_cart_Frogger_1983_Parker_Brothers_US","1983","Success"
"MOVE","a8b_cart_Frogger_II_Threeedeep_1984_Parker_Brothers_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Frogger_II_Threeedeep_1984_Parker_Brothers_US","..\thumbnails-deduped\1984\a8b_cart_Frogger_II_Threeedeep_1984_Parker_Brothers_US","1984","Success"
"MOVE","a8b_cart_Galaxian_1982_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Galaxian_1982_Atari_US","..\thumbnails-deduped\1982\a8b_cart_Galaxian_1982_Atari_US","1982","Success"
"MOVE","a8b_cart_Gridrunner_1983_Human_Engineered_Software_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Gridrunner_1983_Human_Engineered_Software_US","..\thumbnails-deduped\1983\a8b_cart_Gridrunner_1983_Human_Engineered_Software_US","1983","Success"
"MOVE","a8b_cart_Gyruss_1984_Parker_Brothers_CA","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Gyruss_1984_Parker_Brothers_CA","..\thumbnails-deduped\1984\a8b_cart_Gyruss_1984_Parker_Brothers_CA","1984","Success"
"MOVE","a8b_cart_James_Bond_007_1984_Parker_Brothers_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_James_Bond_007_1984_Parker_Brothers_US","..\thumbnails-deduped\1984\a8b_cart_James_Bond_007_1984_Parker_Brothers_US","1984","Success"
"MOVE","a8b_cart_Lode_Runner_1987_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Lode_Runner_1987_Atari_US","..\thumbnails-deduped\1987\a8b_cart_Lode_Runner_1987_Atari_US","1987","Success"
"MOVE","a8b_cart_Mario_Bros._1988_Atari_US_XE","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Mario_Bros._1988_Atari_US_XE","..\thumbnails-deduped\1988\a8b_cart_Mario_Bros._1988_Atari_US_XE","1988","Success"
"MOVE","a8b_cart_Moon_Patrol_1983_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Moon_Patrol_1983_Atari_US","..\thumbnails-deduped\1983\a8b_cart_Moon_Patrol_1983_Atari_US","1983","Success"
"MOVE","a8b_cart_Necromancer_1988_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Necromancer_1988_Atari_US","..\thumbnails-deduped\1988\a8b_cart_Necromancer_1988_Atari_US","1988","Success"
"MOVE","a8b_cart_Pitstop_1983_Epyx_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Pitstop_1983_Epyx_US","..\thumbnails-deduped\1983\a8b_cart_Pitstop_1983_Epyx_US","1983","Success"
"MOVE","a8b_cart_Protector_II_1982_Synapse_Software_US_Req_OSb","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Protector_II_1982_Synapse_Software_US_Req_OSb","..\thumbnails-deduped\1982\a8b_cart_Protector_II_1982_Synapse_Software_US_Req_OSb","1982","Success"
"MOVE","a8b_cart_Rescue_on_Fractalus_1987_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Rescue_on_Fractalus_1987_Atari_US","..\thumbnails-deduped\1987\a8b_cart_Rescue_on_Fractalus_1987_Atari_US","1987","Success"
"MOVE","a8b_cart_River_Raid_1983_Activision_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_River_Raid_1983_Activision_US","..\thumbnails-deduped\1983\a8b_cart_River_Raid_1983_Activision_US","1983","Success"
"MOVE","a8b_cart_River_Rescue_1983_Thorn_EMI_GB","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_River_Rescue_1983_Thorn_EMI_GB","..\thumbnails-deduped\1983\a8b_cart_River_Rescue_1983_Thorn_EMI_GB","1983","Success"
"MOVE","a8b_cart_Shamus_1982_Synapse_Software_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Shamus_1982_Synapse_Software_US","..\thumbnails-deduped\1982\a8b_cart_Shamus_1982_Synapse_Software_US","1982","Success"
"MOVE","a8b_cart_Space_Shuttle_A_Journey_into_Space_1983_Activision_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Space_Shuttle_A_Journey_into_Space_1983_Activision_US","..\thumbnails-deduped\1983\a8b_cart_Space_Shuttle_A_Journey_into_Space_1983_Activision_US","1983","Success"
"MOVE","a8b_cart_Spy_Hunter_1984_Sega_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Spy_Hunter_1984_Sega_US","..\thumbnails-deduped\1984\a8b_cart_Spy_Hunter_1984_Sega_US","1984","Success"
"MOVE","a8b_cart_Star_Raiders_II_1987_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Star_Raiders_II_1987_Atari_US","..\thumbnails-deduped\1987\a8b_cart_Star_Raiders_II_1987_Atari_US","1987","Success"
"MOVE","a8b_cart_Summer_Games_1988_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Summer_Games_1988_Atari_US","..\thumbnails-deduped\1988\a8b_cart_Summer_Games_1988_Atari_US","1988","Success"
"MOVE","a8b_cart_Super_Zaxxon_1983_Sega_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Super_Zaxxon_1983_Sega_US","..\thumbnails-deduped\1983\a8b_cart_Super_Zaxxon_1983_Sega_US","1983","Success"
"MOVE","a8b_cart_Track_Field_1984_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_cart_Track_Field_1984_Atari_US","..\thumbnails-deduped\1984\a8b_cart_Track_Field_1984_Atari_US","1984","Success"
