"Action","FolderName","FromPath","ToPath","Year","Status"
"MOVE","msdos_Soko-Ban_1984","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Soko-Ban_1984","..\thumbnails-deduped\1984\msdos_Soko-Ban_1984","1984","Success"
"MOVE","msdos_Solomons_Key_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Solomons_Key_1988","..\thumbnails-deduped\1988\msdos_Solomons_Key_1988","1988","Success"
"MOVE","msdos_Solo_Flight_1985","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Solo_Flight_1985","..\thumbnails-deduped\1985\msdos_Solo_Flight_1985","1985","Success"
"MOVE","msdos_Sons_of_Liberty_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Sons_of_Liberty_1988","..\thumbnails-deduped\1988\msdos_Sons_of_Liberty_1988","1988","Success"
"MOVE","msdos_Sorcerer_Lord_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Sorcerer_Lord_1988","..\thumbnails-deduped\1988\msdos_Sorcerer_Lord_1988","1988","Success"
"MOVE","msdos_Sorcerer_of_Claymorgue_Castle_1984","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Sorcerer_of_Claymorgue_Castle_1984","..\thumbnails-deduped\1984\msdos_Sorcerer_of_Claymorgue_Castle_1984","1984","Success"
"MOVE","msdos_Soul_Crystal_1992","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Soul_Crystal_1992","..\thumbnails-deduped\1992\msdos_Soul_Crystal_1992","1992","Success"
"MOVE","msdos_Space_Harrier_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Space_Harrier_1989","..\thumbnails-deduped\1989\msdos_Space_Harrier_1989","1989","Success"
"MOVE","msdos_Space_Racer_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Space_Racer_1988","..\thumbnails-deduped\1988\msdos_Space_Racer_1988","1988","Success"
"MOVE","msdos_Space_Rogue_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Space_Rogue_1989","..\thumbnails-deduped\1989\msdos_Space_Rogue_1989","1989","Success"
"MOVE","msdos_Space_Station_Oblivion_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Space_Station_Oblivion_1988","..\thumbnails-deduped\1988\msdos_Space_Station_Oblivion_1988","1988","Success"
"MOVE","msdos_Speedball_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Speedball_1988","..\thumbnails-deduped\1988\msdos_Speedball_1988","1988","Success"
"MOVE","msdos_Speedball_2_-_Brutal_Deluxe_1992","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Speedball_2_-_Brutal_Deluxe_1992","..\thumbnails-deduped\1992\msdos_Speedball_2_-_Brutal_Deluxe_1992","1992","Success"
"MOVE","msdos_Speed_Zone_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Speed_Zone_1988","..\thumbnails-deduped\1988\msdos_Speed_Zone_1988","1988","Success"
"MOVE","msdos_Spellbreaker_1985","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Spellbreaker_1985","..\thumbnails-deduped\1985\msdos_Spellbreaker_1985","1985","Success"
"MOVE","msdos_Spiderbot_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Spiderbot_1988","..\thumbnails-deduped\1988\msdos_Spiderbot_1988","1988","Success"
"MOVE","msdos_Spiderman_1984","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Spiderman_1984","..\thumbnails-deduped\1984\msdos_Spiderman_1984","1984","Success"
"MOVE","msdos_Spirit_of_Adventure_1991","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Spirit_of_Adventure_1991","..\thumbnails-deduped\1991\msdos_Spirit_of_Adventure_1991","1991","Success"
"MOVE","msdos_Spitfire_Ace_1984","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Spitfire_Ace_1984","..\thumbnails-deduped\1984\msdos_Spitfire_Ace_1984","1984","Success"
"MOVE","msdos_Spoils_of_War_1991","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Spoils_of_War_1991","..\thumbnails-deduped\1991\msdos_Spoils_of_War_1991","1991","Success"
"MOVE","msdos_Sporting_News_The_-_Baseball_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Sporting_News_The_-_Baseball_1988","..\thumbnails-deduped\1988\msdos_Sporting_News_The_-_Baseball_1988","1988","Success"
"MOVE","msdos_Spot_1990","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Spot_1990","..\thumbnails-deduped\1990\msdos_Spot_1990","1990","Success"
"MOVE","msdos_Spy_Hunter_1984","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Spy_Hunter_1984","..\thumbnails-deduped\1984\msdos_Spy_Hunter_1984","1984","Success"
"MOVE","msdos_Stack_Up_1993","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Stack_Up_1993","..\thumbnails-deduped\1993\msdos_Stack_Up_1993","1993","Success"
"MOVE","msdos_Starcross_1982","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Starcross_1982","..\thumbnails-deduped\1982\msdos_Starcross_1982","1982","Success"
"MOVE","msdos_Starflight_1986","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Starflight_1986","..\thumbnails-deduped\1986\msdos_Starflight_1986","1986","Success"
"MOVE","msdos_Stargate_1983","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Stargate_1983","..\thumbnails-deduped\1983\msdos_Stargate_1983","1983","Success"
"MOVE","msdos_Starglider_1986","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Starglider_1986","..\thumbnails-deduped\1986\msdos_Starglider_1986","1986","Success"
"MOVE","msdos_Starquake_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Starquake_1988","..\thumbnails-deduped\1988\msdos_Starquake_1988","1988","Success"
"MOVE","msdos_Star_Fleet_I_-_The_War_Begins_1985","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Star_Fleet_I_-_The_War_Begins_1985","..\thumbnails-deduped\1985\msdos_Star_Fleet_I_-_The_War_Begins_1985","1985","Success"
"MOVE","msdos_Star_Rank_Boxing_II_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Star_Rank_Boxing_II_1987","..\thumbnails-deduped\1987\msdos_Star_Rank_Boxing_II_1987","1987","Success"
"MOVE","msdos_Star_Trek_-_Strategic_Operations_Simulator_1983","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Star_Trek_-_Strategic_Operations_Simulator_1983","..\thumbnails-deduped\1983\msdos_Star_Trek_-_Strategic_Operations_Simulator_1983","1983","Success"
"MOVE","msdos_Star_Wars_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Star_Wars_1988","..\thumbnails-deduped\1988\msdos_Star_Wars_1988","1988","Success"
"MOVE","msdos_Steel_Thunder_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Steel_Thunder_1989","..\thumbnails-deduped\1989\msdos_Steel_Thunder_1989","1989","Success"
"MOVE","msdos_Steg_the_Slug_1993","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Steg_the_Slug_1993","..\thumbnails-deduped\1993\msdos_Steg_the_Slug_1993","1993","Success"
"MOVE","msdos_Stickybear_Town_Builder_1992","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Stickybear_Town_Builder_1992","..\thumbnails-deduped\1992\msdos_Stickybear_Town_Builder_1992","1992","Success"
"MOVE","msdos_Stormlord_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Stormlord_1989","..\thumbnails-deduped\1989\msdos_Stormlord_1989","1989","Success"
"MOVE","msdos_Storm_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Storm_1987","..\thumbnails-deduped\1987\msdos_Storm_1987","1987","Success"
"MOVE","msdos_Storm_Across_Europe_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Storm_Across_Europe_1989","..\thumbnails-deduped\1989\msdos_Storm_Across_Europe_1989","1989","Success"
"MOVE","msdos_Story_Machine_1982","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Story_Machine_1982","..\thumbnails-deduped\1982\msdos_Story_Machine_1982","1982","Success"
"MOVE","msdos_Stratego_1990","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Stratego_1990","..\thumbnails-deduped\1990\msdos_Stratego_1990","1990","Success"
"MOVE","msdos_Street_Ball_1993","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Street_Ball_1993","..\thumbnails-deduped\1993\msdos_Street_Ball_1993","1993","Success"
"MOVE","msdos_Street_Rod_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Street_Rod_1989","..\thumbnails-deduped\1989\msdos_Street_Rod_1989","1989","Success"
"MOVE","msdos_Street_Sports_Basketball_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Street_Sports_Basketball_1987","..\thumbnails-deduped\1987\msdos_Street_Sports_Basketball_1987","1987","Success"
"MOVE","msdos_Strider_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Strider_1989","..\thumbnails-deduped\1989\msdos_Strider_1989","1989","Success"
"MOVE","msdos_Strike_Aces_1990","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Strike_Aces_1990","..\thumbnails-deduped\1990\msdos_Strike_Aces_1990","1990","Success"
"MOVE","msdos_Strike_Fleet_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Strike_Fleet_1988","..\thumbnails-deduped\1988\msdos_Strike_Fleet_1988","1988","Success"
"MOVE","msdos_Strip_Poker_2_Plus_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Strip_Poker_2_Plus_1988","..\thumbnails-deduped\1988\msdos_Strip_Poker_2_Plus_1988","1988","Success"
"MOVE","msdos_Stunt_Track_Racer_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Stunt_Track_Racer_1989","..\thumbnails-deduped\1989\msdos_Stunt_Track_Racer_1989","1989","Success"
"MOVE","msdos_Subbuteo_1990","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Subbuteo_1990","..\thumbnails-deduped\1990\msdos_Subbuteo_1990","1990","Success"
"MOVE","msdos_Suburban_Commando_1993","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Suburban_Commando_1993","..\thumbnails-deduped\1993\msdos_Suburban_Commando_1993","1993","Success"
"MOVE","msdos_Sub_Battle_Simulator_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Sub_Battle_Simulator_1987","..\thumbnails-deduped\1987\msdos_Sub_Battle_Simulator_1987","1987","Success"
"MOVE","msdos_Summer_Challenge_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Summer_Challenge_1988","..\thumbnails-deduped\1988\msdos_Summer_Challenge_1988","1988","Success"
"MOVE","msdos_Summer_Games_II_1986","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Summer_Games_II_1986","..\thumbnails-deduped\1986\msdos_Summer_Games_II_1986","1986","Success"
"MOVE","msdos_Superbike_Challenge_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Superbike_Challenge_1987","..\thumbnails-deduped\1987\msdos_Superbike_Challenge_1987","1987","Success"
"MOVE","msdos_Superman_-_The_Man_of_Steel_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Superman_-_The_Man_of_Steel_1989","..\thumbnails-deduped\1989\msdos_Superman_-_The_Man_of_Steel_1989","1989","Success"
"MOVE","msdos_SuperSki_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_SuperSki_1988","..\thumbnails-deduped\1988\msdos_SuperSki_1988","1988","Success"
"MOVE","msdos_Superstar_Ice_Hockey_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Superstar_Ice_Hockey_1987","..\thumbnails-deduped\1987\msdos_Superstar_Ice_Hockey_1987","1987","Success"
"MOVE","msdos_Superstar_Indoor_Sports_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Superstar_Indoor_Sports_1987","..\thumbnails-deduped\1987\msdos_Superstar_Indoor_Sports_1987","1987","Success"
"MOVE","msdos_Super_Hang-On_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Super_Hang-On_1987","..\thumbnails-deduped\1987\msdos_Super_Hang-On_1987","1987","Success"
"MOVE","msdos_Super_Huey_II_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Super_Huey_II_1988","..\thumbnails-deduped\1988\msdos_Super_Huey_II_1988","1988","Success"
"MOVE","msdos_Super_Huey_UH-IX_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Super_Huey_UH-IX_1988","..\thumbnails-deduped\1988\msdos_Super_Huey_UH-IX_1988","1988","Success"
"MOVE","msdos_Super_Pac-Man_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Super_Pac-Man_1989","..\thumbnails-deduped\1989\msdos_Super_Pac-Man_1989","1989","Success"
"MOVE","msdos_Super_Password_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Super_Password_1988","..\thumbnails-deduped\1988\msdos_Super_Password_1988","1988","Success"
"MOVE","msdos_Suspect_1984","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Suspect_1984","..\thumbnails-deduped\1984\msdos_Suspect_1984","1984","Success"
"MOVE","msdos_Suspended_1982","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Suspended_1982","..\thumbnails-deduped\1982\msdos_Suspended_1982","1982","Success"
"MOVE","msdos_Swap_1992","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Swap_1992","..\thumbnails-deduped\1992\msdos_Swap_1992","1992","Success"
"MOVE","msdos_Sword_of_Honour_1993","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Sword_of_Honour_1993","..\thumbnails-deduped\1993\msdos_Sword_of_Honour_1993","1993","Success"
"MOVE","msdos_Tag_Team_Wrestling_1986","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Tag_Team_Wrestling_1986","..\thumbnails-deduped\1986\msdos_Tag_Team_Wrestling_1986","1986","Success"
"MOVE","msdos_Taitos_Super_Space_Invaders_1991","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Taitos_Super_Space_Invaders_1991","..\thumbnails-deduped\1991\msdos_Taitos_Super_Space_Invaders_1991","1991","Success"
"MOVE","msdos_Take_Down_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Take_Down_1988","..\thumbnails-deduped\1988\msdos_Take_Down_1988","1988","Success"
"MOVE","msdos_Tangled_Tales_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Tangled_Tales_1989","..\thumbnails-deduped\1989\msdos_Tangled_Tales_1989","1989","Success"
"MOVE","msdos_Tank_Attack_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Tank_Attack_1988","..\thumbnails-deduped\1988\msdos_Tank_Attack_1988","1988","Success"
"MOVE","msdos_Tapper_1983","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Tapper_1983","..\thumbnails-deduped\1983\msdos_Tapper_1983","1983","Success"
"MOVE","msdos_Tass_Times_in_Tonetown_1986","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Tass_Times_in_Tonetown_1986","..\thumbnails-deduped\1986\msdos_Tass_Times_in_Tonetown_1986","1986","Success"
"MOVE","msdos_Techno_Cop_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Techno_Cop_1988","..\thumbnails-deduped\1988\msdos_Techno_Cop_1988","1988","Success"
"MOVE","msdos_Teenage_Mutant_Ninja_Turtles_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Teenage_Mutant_Ninja_Turtles_1989","..\thumbnails-deduped\1989\msdos_Teenage_Mutant_Ninja_Turtles_1989","1989","Success"
"MOVE","msdos_Telengard_1985","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Telengard_1985","..\thumbnails-deduped\1985\msdos_Telengard_1985","1985","Success"
"MOVE","msdos_Temple_of_Apshai_Trilogy_1982","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Temple_of_Apshai_Trilogy_1982","..\thumbnails-deduped\1982\msdos_Temple_of_Apshai_Trilogy_1982","1982","Success"
"MOVE","msdos_Terminator_2_-_Judgment_Day_1991","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Terminator_2_-_Judgment_Day_1991","..\thumbnails-deduped\1991\msdos_Terminator_2_-_Judgment_Day_1991","1991","Success"
"MOVE","msdos_Test_Drive_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Test_Drive_1987","..\thumbnails-deduped\1987\msdos_Test_Drive_1987","1987","Success"
"MOVE","msdos_Test_Drive_II_-_The_Collection_1990","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Test_Drive_II_-_The_Collection_1990","..\thumbnails-deduped\1990\msdos_Test_Drive_II_-_The_Collection_1990","1990","Success"
"MOVE","msdos_The_Amazing_Spider-Man_1990","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Amazing_Spider-Man_1990","..\thumbnails-deduped\1990\msdos_The_Amazing_Spider-Man_1990","1990","Success"
"MOVE","msdos_The_American_Challenge_A_Sailing_Simulation_1986","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_American_Challenge_A_Sailing_Simulation_1986","..\thumbnails-deduped\1986\msdos_The_American_Challenge_A_Sailing_Simulation_1986","1986","Success"
"MOVE","msdos_The_Bards_Tale_1_-_Tales_Of_The_Unknown_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Bards_Tale_1_-_Tales_Of_The_Unknown_1987","..\thumbnails-deduped\1987\msdos_The_Bards_Tale_1_-_Tales_Of_The_Unknown_1987","1987","Success"
"MOVE","msdos_The_Cool_Croc_Twins_1992","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Cool_Croc_Twins_1992","..\thumbnails-deduped\1992\msdos_The_Cool_Croc_Twins_1992","1992","Success"
"MOVE","msdos_The_Cycles_-_International_Grand_Prix_Racing_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Cycles_-_International_Grand_Prix_Racing_1989","..\thumbnails-deduped\1989\msdos_The_Cycles_-_International_Grand_Prix_Racing_1989","1989","Success"
"MOVE","msdos_The_Dam_Busters_1985","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Dam_Busters_1985","..\thumbnails-deduped\1985\msdos_The_Dam_Busters_1985","1985","Success"
"MOVE","msdos_The_Dream_Team_-_3_on_3_Challenge_1991","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Dream_Team_-_3_on_3_Challenge_1991","..\thumbnails-deduped\1991\msdos_The_Dream_Team_-_3_on_3_Challenge_1991","1991","Success"
"MOVE","msdos_The_Exterminator_1983","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Exterminator_1983","..\thumbnails-deduped\1983\msdos_The_Exterminator_1983","1983","Success"
"MOVE","msdos_The_Faery_Tale_Adventure_-_Book_1_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Faery_Tale_Adventure_-_Book_1_1989","..\thumbnails-deduped\1989\msdos_The_Faery_Tale_Adventure_-_Book_1_1989","1989","Success"
"MOVE","msdos_The_Fidelity_Chessmaster_2100_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Fidelity_Chessmaster_2100_1989","..\thumbnails-deduped\1989\msdos_The_Fidelity_Chessmaster_2100_1989","1989","Success"
"MOVE","msdos_The_Honeymooners_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Honeymooners_1988","..\thumbnails-deduped\1988\msdos_The_Honeymooners_1988","1988","Success"
"MOVE","msdos_The_Hunt_for_Red_October_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Hunt_for_Red_October_1987","..\thumbnails-deduped\1987\msdos_The_Hunt_for_Red_October_1987","1987","Success"
"MOVE","msdos_The_Jetsons_-_The_Computer_Game_1992","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Jetsons_-_The_Computer_Game_1992","..\thumbnails-deduped\1992\msdos_The_Jetsons_-_The_Computer_Game_1992","1992","Success"
"MOVE","msdos_The_Munsters_1993","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Munsters_1993","..\thumbnails-deduped\1993\msdos_The_Munsters_1993","1993","Success"
"MOVE","msdos_The_Price_is_Right_1990","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Price_is_Right_1990","..\thumbnails-deduped\1990\msdos_The_Price_is_Right_1990","1990","Success"
"MOVE","msdos_The_Sentry_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Sentry_1989","..\thumbnails-deduped\1989\msdos_The_Sentry_1989","1989","Success"
"MOVE","msdos_The_Slugger_1986","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Slugger_1986","..\thumbnails-deduped\1986\msdos_The_Slugger_1986","1986","Success"
"MOVE","msdos_The_Sporting_News_Baseball_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Sporting_News_Baseball_1988","..\thumbnails-deduped\1988\msdos_The_Sporting_News_Baseball_1988","1988","Success"
"MOVE","msdos_The_Spys_Adventures_in_North_America_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Spys_Adventures_in_North_America_1987","..\thumbnails-deduped\1987\msdos_The_Spys_Adventures_in_North_America_1987","1987","Success"
"MOVE","msdos_The_Three_Stooges_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Three_Stooges_1987","..\thumbnails-deduped\1987\msdos_The_Three_Stooges_1987","1987","Success"
"MOVE","msdos_The_Tracer_Sanction_1984","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Tracer_Sanction_1984","..\thumbnails-deduped\1984\msdos_The_Tracer_Sanction_1984","1984","Success"
"MOVE","msdos_The_Worlds_Greatest_Baseball_Game_1984","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_The_Worlds_Greatest_Baseball_Game_1984","..\thumbnails-deduped\1984\msdos_The_Worlds_Greatest_Baseball_Game_1984","1984","Success"
"MOVE","msdos_Thnk_Cross_1991","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Thnk_Cross_1991","..\thumbnails-deduped\1991\msdos_Thnk_Cross_1991","1991","Success"
"MOVE","msdos_Thomas_the_Tank_Engine_and_Friends_1992","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Thomas_the_Tank_Engine_and_Friends_1992","..\thumbnails-deduped\1992\msdos_Thomas_the_Tank_Engine_and_Friends_1992","1992","Success"
"MOVE","msdos_Three_Stooges_The_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Three_Stooges_The_1987","..\thumbnails-deduped\1987\msdos_Three_Stooges_The_1987","1987","Success"
"MOVE","msdos_Thud_Ridge_American_Aces_in_Nam_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Thud_Ridge_American_Aces_in_Nam_1988","..\thumbnails-deduped\1988\msdos_Thud_Ridge_American_Aces_in_Nam_1988","1988","Success"
"MOVE","msdos_ThunderBlade_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_ThunderBlade_1989","..\thumbnails-deduped\1989\msdos_ThunderBlade_1989","1989","Success"
"MOVE","msdos_Thunderchopper_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Thunderchopper_1989","..\thumbnails-deduped\1989\msdos_Thunderchopper_1989","1989","Success"
"MOVE","msdos_Tie_Break_1991","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Tie_Break_1991","..\thumbnails-deduped\1991\msdos_Tie_Break_1991","1991","Success"
"MOVE","msdos_Tiger_Road_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Tiger_Road_1989","..\thumbnails-deduped\1989\msdos_Tiger_Road_1989","1989","Success"
"MOVE","msdos_Tilt_1992","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Tilt_1992","..\thumbnails-deduped\1992\msdos_Tilt_1992","1992","Success"
"MOVE","msdos_Times_of_Lore_1988","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Times_of_Lore_1988","..\thumbnails-deduped\1988\msdos_Times_of_Lore_1988","1988","Success"
"MOVE","msdos_Time_and_Magik_Trilogy_1983","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Time_and_Magik_Trilogy_1983","..\thumbnails-deduped\1983\msdos_Time_and_Magik_Trilogy_1983","1983","Success"
"MOVE","msdos_Timothy_Learys_Mind_Mirror_1986","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Timothy_Learys_Mind_Mirror_1986","..\thumbnails-deduped\1986\msdos_Timothy_Learys_Mind_Mirror_1986","1986","Success"
"MOVE","msdos_Tintin_on_the_Moon_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Tintin_on_the_Moon_1989","..\thumbnails-deduped\1989\msdos_Tintin_on_the_Moon_1989","1989","Success"
"MOVE","msdos_Titan_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Titan_1989","..\thumbnails-deduped\1989\msdos_Titan_1989","1989","Success"
"MOVE","msdos_TKO_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_TKO_1989","..\thumbnails-deduped\1989\msdos_TKO_1989","1989","Success"
"MOVE","msdos_Tomahawk_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Tomahawk_1987","..\thumbnails-deduped\1987\msdos_Tomahawk_1987","1987","Success"
"MOVE","msdos_Tongue_of_the_Fatman_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Tongue_of_the_Fatman_1989","..\thumbnails-deduped\1989\msdos_Tongue_of_the_Fatman_1989","1989","Success"
"MOVE","msdos_Tony_La_Russas_Ultimate_Baseball_1991","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Tony_La_Russas_Ultimate_Baseball_1991","..\thumbnails-deduped\1991\msdos_Tony_La_Russas_Ultimate_Baseball_1991","1991","Success"
"MOVE","msdos_Toobin_1989","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Toobin_1989","..\thumbnails-deduped\1989\msdos_Toobin_1989","1989","Success"
"MOVE","msdos_Top_Gun_1987","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Top_Gun_1987","..\thumbnails-deduped\1987\msdos_Top_Gun_1987","1987","Success"
"MOVE","msdos_Torpedo_Alley_1985","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Torpedo_Alley_1985","..\thumbnails-deduped\1985\msdos_Torpedo_Alley_1985","1985","Success"
"MOVE","msdos_Touchdown_Football_1984","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\msdos_Touchdown_Football_1984","..\thumbnails-deduped\1984\msdos_Touchdown_Football_1984","1984","Success"
